pdb_id,chain,split,cv_batch,n_residues,n_binding,row_hash
6i4r,B,training,3,481,26,ef010037
6i55,A,training,5,379,26,ca6fa5a8
6i6r,A,testing,0,597,9,c20b406c
6i6v,A,testing,0,266,24,e8f866b5
6i8b,E,training,5,193,12,3ef05bae
6i8m,A,training,4,348,8,2ce523b1
6i8p,B,training,4,361,15,b6410a12
6i96,A,val,0,677,13,d00de458
6i9a,B,training,3,453,13,965de61f
6i9k,A,training,5,310,6,07ece98d
6ici,A,val,0,585,16,c9d8e14b
6icl,A,training,5,338,8,ed9b4243
6icn,A,training,3,344,14,c1a9d48e
6iej,A,training,1,126,7,824bbf80
6if3,B,training,5,177,16,faebae13
6ift,A,training,4,292,17,cd4111ef
6ig4,A,training,5,277,5,dde8f5af
6ihe,B,val,0,303,17,ca173bff
6ii7,A,training,3,355,10,bc1f7408
6iik,A,training,5,335,8,5c81ef53
6iix,A,training,4,323,16,18ae075d
6ijn,A,training,3,341,13,adfe3e05
6ik9,A,val,0,553,7,563d133d
6ils,A,training,5,312,10,56b4af1d
6im3,B,training,5,222,6,a3aebc68
6ime,B,training,1,285,18,8b59b906
6ini,A,training,1,450,32,3936b468
6io1,B,training,5,448,10,6b0443b0
6ioc,A,val,0,212,8,79a97393
6ioi,B,training,3,374,11,1339a13e
6iox,B,training,5,337,6,e3ffcd6e
6is0,A,training,2,467,17,d09b2355
6is1,A,training,3,120,5,e7e06402
6isv,A,val,0,340,20,fb04c2d0
6ite,P,training,1,339,15,7e3ea18a
6itk,B,training,3,318,16,3ac3116a
6itl,A,training,1,312,15,a5e4965b
6iuy,A,training,4,585,15,8b5747cc
6ix8,A,training,2,389,13,274615bc
6ixd,A,val,0,99,10,735c043f
6ixm,C,training,2,248,20,519300f0
6ixt,C,training,3,405,7,da6bae65
6iy9,A,training,3,322,8,6af63643
6iyf,A,training,2,187,7,17d6884d
6iyk,A,training,1,521,14,ec85e835
6izx,A,training,3,581,6,36390574
6izz,A,training,3,568,6,201ed404
6j28,C,training,3,345,25,372922c6
6j2b,A,testing,0,260,9,e9b36e39
6j2m,A,training,4,111,8,af5ef8c4
6j2v,A,val,0,440,10,74b64c57
6j38,B,training,3,356,26,d36e35ac
6j3p,B,training,3,103,7,444b2658
6j4p,A,training,1,246,11,f9eff8b6
6j5x,B,training,2,280,9,571f11e0
6j61,A,training,5,242,11,fa917074
6j64,B,training,4,115,8,e64188b4
6j7b,A,training,3,249,10,8a491c57
6j7l,A,training,3,383,13,522a21f5
6j83,A,val,0,392,22,6770801f
6j85,A,testing,0,395,18,c7463551
6jaw,A,training,5,377,5,b82f1ec1
6jbd,A,training,5,295,10,1f23e30a
6jbr,A,training,5,465,17,d6efc425
6jc7,C,training,4,510,10,2b40d1df
6jcl,E,training,5,217,14,c07a641a
6jdi,A,testing,0,252,13,5cd55923
6jdk,A,val,0,514,22,b2500c35
6jfk,A,training,4,428,12,a7063c8f
6jga,A,training,3,606,12,bdbd55ce
6jig,A,training,4,480,23,0a360a85
6jil,B,training,5,291,14,e4296d39
6jkm,A,training,4,334,7,7532a227
6jmv,A,training,1,256,8,9a731bca
6jnk,B,training,5,306,17,d8651fae
6jo3,A,training,3,247,9,44e21edd
6jom,A,training,3,331,17,dd5f9e49
6jp9,B,training,1,296,10,a37a2080
6jpl,B,training,5,231,10,f8aa26a6
6jqb,A,training,5,415,21,fcc5bd76
6jqx,B,val,0,351,7,102a925a
6jtc,B,training,5,699,11,21b39733
6jtd,A,training,1,477,14,3ce2aaa8
6jtg,A,training,4,330,18,2539a5a6
6ju1,A,training,1,393,17,b541496b
6ju9,A,training,1,435,7,f6e64f94
6jum,A,training,3,347,12,625a741f
6jv0,A,training,4,273,11,db6515ed
6jw7,A,training,3,342,23,df1fa8c9
6jwf,A,training,2,409,14,fc9aa07c
6jws,A,training,2,551,24,474e454e
6jxn,D,training,5,212,18,71826e81
6jz2,A,training,1,589,10,82a6421b
6k0g,A,training,1,335,33,6283a47a
6k13,A,training,5,332,17,ffd2bbc9
6k1n,D,training,5,374,9,ec662eba
6k2q,A,training,2,227,6,55c06a00
6k35,A,training,2,640,10,24f059c0
6k38,A,training,3,327,8,8f823e4a
6k3g,B,training,2,356,25,fc8ab06a
6k3l,B,val,0,329,11,d845a47a
6k8h,B,training,3,441,8,04760279
6k8k,D,val,0,486,25,f9cd1592
6k8p,B,training,1,280,11,50c334ab
6k92,A,training,5,290,19,0d3c37c5
6k9z,A,training,1,309,7,edf584ab
6ka2,B,training,4,152,7,c5d07eef
6ka6,A,testing,0,487,9,4712bbe2
6kaj,D,training,4,443,17,237a02c3
6kb0,A,training,3,264,11,51be9577
6kbw,B,testing,0,446,32,195d18da
6kby,A,testing,0,362,8,bc9aeb7d
6kc5,B,training,5,182,6,c964d94e
6kdu,A,training,1,321,14,d76aedd9
6kfq,A,training,5,229,10,6ec160e5
6kfw,A,val,0,407,15,9ad2b0e3
6kg2,A,training,4,293,25,63952acc
6kho,A,testing,0,490,9,c838f1bc
6kij,B,val,0,226,6,bd091c5f
6kj0,A,training,1,756,10,f209cde4
6kji,A,training,4,351,12,e929a944
6kli,A,training,1,547,8,65a9b103
6klk,A,training,3,477,6,c3e1fead
6kme,A,val,0,284,14,128a532c
6kp7,A,training,4,520,39,7b1f2bf3
6kqk,A,training,1,328,11,a0483c61
6kqx,A,val,0,327,12,e85dda72
6kr5,A,training,4,335,11,fa1b4fd5
6kri,A,testing,0,604,19,7456cdce
6kse,B,training,4,607,36,ebc48a4d
6ksf,A,val,0,335,5,b40ae051
6ksm,B,training,3,382,12,17df68c1
6ktk,B,training,3,366,20,59327306
6ktq,A,training,5,399,13,360bc38a
6ku3,A,training,2,317,17,99db04b9
6ku8,A,training,4,177,15,8950ad29
6kun,A,testing,0,294,11,7b1c4b8f
6kxf,A,training,5,403,10,a7bd2108
6kxh,A,training,4,293,8,60ce3bcc
6kxi,A,training,3,236,9,9756fef0
6ky9,C,val,0,141,7,58f78fb9
6kzd,A,training,3,282,12,1b7f3e5c
6l0q,C,val,0,382,17,a67f0ed6
6l1l,A,val,0,375,11,0ae4081b
6l2c,C,testing,0,397,11,71d001b3
6l2u,B,val,0,103,14,ccc457b2
6l3m,A,training,2,419,7,06742675
6l3n,A,testing,0,419,6,771b9274
6l40,M,training,5,175,11,23ececad
6l5o,A,training,2,372,7,bf622aaf
6l70,A,training,1,299,9,cac41f9e
6l7v,A,training,3,180,7,84c102c1
6l8h,B,training,2,465,16,7c8b82a5
6l8i,A,training,3,439,19,b32ae18f
6laa,A,training,1,753,35,e3544d0b
6lbl,A,training,4,221,8,4c7fb72e
6lc8,A,training,1,357,9,f38bf48f
6lcy,A,training,3,138,5,4e7c8e01
6ldb,A,training,3,620,10,6d45cb27
6ldr,A,training,5,380,8,69ad6442
6lf6,A,training,1,457,11,61a2bbfc
6lgi,A,testing,0,570,6,c54a00fa
6lh4,A,training,1,235,18,590c5290
6lis,B,testing,0,145,6,951da6c5
6lit,A,training,3,198,7,b1a20902
6ljj,A,training,1,150,6,227cadbf
6ll8,A,training,1,306,7,5e285aa3
6llz,B,training,5,436,16,658d52b5
6ln3,A,training,1,202,21,69426cf1
6lna,B,training,5,464,14,5489f76c
6lon,A,training,5,804,9,df79439d
6loz,A,training,3,245,6,de119578
6lpn,A,training,5,466,23,493d656b
6lpv,A,training,1,434,7,ca137164
6lpw,B,training,4,436,9,ab152a9f
6lrg,A,training,3,678,27,3997e8dd
6ltv,B,training,2,381,17,d598df68
6lx2,A,training,5,523,5,6c810904
6m0a,A,testing,0,255,7,3f6fe479
6m0e,A,training,1,477,6,6fc29aff
6m0q,I,training,2,504,96,ae42137e
6m2f,B,training,5,121,10,5f70a20c
6m4q,A,training,3,378,18,abdb21fd
6m4s,A,training,2,389,19,9f28aa9f
6m65,A,training,4,290,13,1589632b
6m90,A,testing,0,402,7,59748aff
6m9a,A,training,1,156,12,e714b1ff
6mb1,C,training,3,374,31,c2761521
6mb6,A,testing,0,268,11,9955b660
6mbk,A,training,1,483,12,c6fbd904
6mcw,A,training,5,446,22,eb4e2167
6mdf,B,training,2,301,6,b2a4b874
6mdw,A,training,1,184,8,3fff2854
6mhf,A,training,4,330,16,f70a5cd9
6mjg,A,training,4,382,16,8131e658
6mjm,A,training,4,453,17,886611d0
6mpt,A,training,5,253,12,772896e9
6mqf,B,training,1,122,5,05f8d86a
6ms7,A,training,5,265,19,98334e1f
6msn,A,training,4,532,8,3e4683b5
6mso,C,training,3,528,9,3173b6a7
6mt7,A,training,3,227,11,9dd15f8a
6mvm,B,training,3,162,15,27cbf884
6mw7,A,training,4,507,14,4e5aa428
6mwe,A,training,2,292,12,934f598d
6mxc,A,training,4,218,10,33a20567
6mxx,F,training,4,120,5,e47a1c5e
6myw,A,testing,0,356,18,60f91b7c
6mz1,A,training,3,262,9,766640da
6n04,A,training,1,365,18,37ddd4ce
6n0x,A,training,5,321,10,260e0740
6n10,A,training,1,403,11,f9d74c9b
6n19,A,training,2,438,11,2e4d1379
6n2n,B,training,2,291,15,d4215c45
6n3p,D,training,4,146,6,9c8faf04
6n43,A,training,2,185,5,a8737c6c
6n4l,A,training,4,283,11,0f08ec93
6n59,A,training,1,570,21,bdd0c8ff
6n5h,A,testing,0,336,9,341afc42
6n67,A,training,5,386,12,3becb73b
6n6v,A,testing,0,230,6,c8412572
6n7a,B,training,2,292,12,bd3c2533
6n8y,A,training,4,210,8,3058d193
6n92,E,training,5,260,19,a6dff799
6n9l,A,val,0,625,22,7c7486dc
6n9r,P,training,5,276,11,6829c6d9
6nc1,A,testing,0,301,10,e9be90fd
6ncj,A,training,4,142,6,cf3ac0d7
6nco,A,training,1,141,7,3f2d7df6
6ncx,A,testing,0,554,11,4dfa12ca
6ncz,A,training,1,588,13,0935612a
6ndl,A,training,2,323,18,6ebb4df7
6nec,C,training,5,284,17,6ee7a827
6nes,A,training,5,431,18,d3a75169
6nic,C,val,0,358,7,1c8e2f3b
6nie,C,training,1,244,8,b7471a77
6nj0,A,training,4,439,17,5d47ef5e
6nkm,A,training,3,257,26,399cfbd6
6nll,B,val,0,155,11,bc441019
6nmx,A,training,4,350,19,f3f8e4a6
6nne,A,training,2,159,24,e55462d1
6no3,B,training,1,235,9,19fb0f79
6nop,A,training,3,260,16,4bde3c16
6nor,A,testing,0,349,14,e77fcaf3
6npa,C,training,5,181,7,4d5db773
6npc,A,training,5,378,17,95966e63
6nr6,B,training,5,254,9,4d454031
6nrh,A,testing,0,240,9,52cad9de
6nt2,B,training,1,330,20,f8a3ff8a
6ntj,A,val,0,267,8,79a5e027
6nvu,A,val,0,277,18,b6225b0c
6nwd,A,training,2,246,9,70e07abb
6nx0,A,training,4,413,33,8afeb985
6nxi,A,training,3,309,16,224aa023
6nyo,A,val,0,188,8,3a6fda8e
6nz4,A,training,5,467,12,0160189c
6nzt,A,val,0,191,10,4cb44e47
6o04,C,training,5,538,24,9a6057b0
6o0w,A,training,1,169,8,b055585c
6o11,A,training,4,406,14,e49df88f
6o15,A,training,5,355,14,43bc8cc7
6o1e,A,training,5,431,15,1a0e2afe
6o3p,A,testing,0,308,5,d16d741e
6o4w,A,training,4,540,9,6a1c7f78
6o5i,A,training,5,466,14,e9a329e0
6o65,D,training,5,293,16,99d8ecb8
6o6e,B,training,2,503,21,4821bf0d
6o7y,A,training,3,183,14,03b78b24
6o9a,A,val,0,271,5,a9d97af3
6o9p,A,training,4,508,5,a87f6993
6o9u,A,training,4,283,8,0de150f6
6oar,A,training,1,158,5,f5825527
6ocn,A,val,0,495,13,70439eff
6ogl,A,testing,0,99,8,9e45cd71
6ogp,A,training,5,99,7,4c0889b4
6ogs,A,training,3,99,6,ebe01ef5
6ogt,A,training,1,99,8,4bb43f4d
6oh6,A,training,3,311,8,bd5ddaa9
6oha,A,training,3,451,9,7a460489
6oic,A,training,2,407,37,7fe22726
6oid,A,training,2,289,8,194a47ad
6oin,A,training,4,271,9,c2456c1f
6oko,B,training,3,261,13,2ed7fc41
6om8,L,training,5,463,31,baa2caee
6omq,B,testing,0,356,7,c844c1cc
6oms,B,training,5,492,20,accac9bc
6on4,A,training,4,217,8,65571fd4
6onc,A,training,4,625,11,90b6d8e3
6ooe,B,training,4,261,15,c978085e
6oog,A,val,0,252,8,c263b93d
6ooi,H,training,4,250,10,a63058d7
6ops,A,training,4,99,8,1aeea8da
6oqo,A,training,5,269,7,6d8ecdfe
6os6,A,training,4,362,10,f00464ac
6ouv,A,training,5,595,21,6b7cdf89
6ovt,A,training,2,561,6,e095ca42
6ovx,A,training,4,299,16,38ff9b28
6ow4,D,testing,0,274,19,ccde7d22
6ow7,P,training,4,196,13,5af1c863
6oxd,A,training,1,736,42,1c9fcf94
6oyd,A,training,5,99,7,64ebe608
6oz5,C,training,4,322,11,3ffe6dd5
6p02,B,training,4,90,6,951c9ff9
6p0c,A,training,4,642,9,b5f3bbf5
6p0i,B,training,4,169,23,01de3e75
6p14,A,training,4,265,10,b28702a8
6p2u,A,training,2,379,14,f8915ac2
6p3h,D,training,3,351,13,ec680e68
6p55,A,val,0,326,14,d7c0ec31
6p58,A,val,0,150,15,5c6795f3
6p5s,A,training,5,331,9,426655b9
6p73,B,training,4,439,55,2ac486dc
6p7z,A,training,4,425,15,245b13a4
6p80,A,val,0,318,8,2dbf37c0
6p88,C,training,3,337,11,d06dddda
6p8j,A,training,4,300,13,ba580e58
6p9e,A,training,1,148,6,0d5ceaa2
6p9q,A,training,5,263,12,3afe7af3
6pbd,A,training,4,350,12,7cd45342
6pbp,A,val,0,425,24,79292177
6pc3,A,training,2,483,5,e2b912d6
6pcd,D,training,4,402,16,60a9baec
6pck,A,training,1,134,15,41d4c5a2
6pd2,B,training,5,615,26,9b8c8fa4
6pgn,A,training,1,297,9,fe5a93d9
6pid,A,val,0,346,9,988a72ac
6pk1,A,training,4,399,9,5426708d
6ppy,A,training,1,348,8,74f746c6
6ptx,B,training,5,481,19,d29e0ac5
6puq,A,training,4,171,15,e0d79163
6pvj,A,testing,0,444,26,f43b8f3c
6pw1,A,training,2,534,46,50b7a186
6pwg,A,training,5,175,13,1e9e4e26
6px2,E,training,4,332,17,763744f6
6pxu,A,training,3,526,14,48e23535
6pxx,B,training,5,244,7,9d60a4b4
6pyp,A,val,0,348,18,3a1fc960
6pyz,A,training,3,353,30,6c6fb712
6q1l,A,training,3,184,21,df772f58
6q2c,A,training,2,449,13,aa772b2b
6q2e,B,training,2,329,10,cfe8817e
6q2p,A,training,3,291,27,5e8b9160
6q32,A,val,0,420,17,c739bdf4
6q4b,A,testing,0,291,7,f29573fd
6q4t,A,testing,0,757,10,6471f280
6q55,A,training,3,461,8,d504919c
6q6n,A,training,2,496,11,391895ce
6q71,B,training,1,386,10,81ab95c4
6q7j,B,testing,0,768,11,9117ec2a
6q7p,A,val,0,229,5,79dca31f
6q8e,A,testing,0,307,13,1701bade
6q8n,B,training,1,321,9,15979978
6q93,G,training,4,272,12,c6b682f1
6q9l,A,testing,0,94,11,a9ebe2f8
6qav,B,training,1,269,13,0e8a65f6
6qcb,B,training,1,241,8,96a49bee
6qcl,E,training,5,256,13,c52e98a8
6qdj,A,training,3,758,8,5494d4b7
6qe6,A,testing,0,226,7,e0047566
6qe8,A,training,2,183,8,9f31a627
6qfe,B,training,1,227,15,e9c192ed
6qff,A,training,5,222,14,4ea55951
6qga,E,training,4,558,17,ed43a419
6qhg,B,training,2,113,5,73fc0ef6
6qkb,A,testing,0,384,9,f507574e
6qkg,B,training,5,664,33,679cb4b2
6qkj,A,training,2,417,6,800d2694
6qlg,F,training,2,187,11,901a0cf9
6qlv,B,training,1,196,16,0c1e25eb
6qmm,B,training,1,280,18,36346e9b
6qok,A,training,1,215,12,b1dff48f
6qp3,B,training,1,386,8,88818e96
6qq0,A,training,3,456,12,5d13f233
6qrl,A,training,5,123,8,ae92be1a
6qsi,A,training,5,525,13,02d61908
6qu0,B,training,3,211,14,29c2ff4b
6qu3,A,val,0,464,10,4dd12eb6
6qvt,A,training,2,268,10,72d58e28
6qw5,A,training,1,202,6,5aa5958a
6qx6,A,training,3,264,12,77a77f1e
6qxl,B,training,1,483,11,be10b477
6qxr,A,training,5,220,13,6e9f88fd
6qyi,A,training,2,518,12,8a8b6b24
6qzo,B,training,4,361,16,a5d4d1c3
6r0r,A,training,3,162,14,31582746
6r1m,A,training,3,427,18,9bdeeb52
6r1n,A,training,4,420,17,ac5d7437
6r3w,A,training,1,161,10,dba62f23
6r3x,A,training,1,517,11,b648aeaf
6r48,A,training,1,294,21,faa3e182
6r4j,B,training,4,654,21,def5afc0
6r4v,B,training,2,290,8,5ce08eae
6r5e,E,training,1,382,14,fc078fe3
6r5n,A,training,4,733,7,b307b019
6r7d,H,training,4,151,10,30c6c6b0
6rar,I,training,5,432,9,dc315f97
6rb3,B,training,3,267,12,dce7b11c
6rd1,A,testing,0,304,10,1bb37fc7
6rd2,A,training,1,110,6,8eddae05
6rft,C,testing,0,395,14,e7e55d55
6rhf,B,training,2,105,15,20a335d4
6rht,A,val,0,369,18,1c23e795
6riv,B,testing,0,216,12,26746862
6rjn,D,training,2,502,30,f0cbcbf7
6rjo,B,training,2,449,9,2e8b4214
6rjr,C,training,2,500,24,40a8acd5
6rk4,A,training,5,93,10,c17daefc
6rl5,B,training,4,419,8,0922dc10
6rlt,B,val,0,456,16,92be3e94
6rm9,A,testing,0,654,11,f401526e
6rni,B,training,3,163,7,b84d8912
6rnk,A,training,4,285,13,8bb24899
6rnw,A,training,4,271,17,3910970a
6rra,A,training,2,257,29,07bffccd
6rt8,C,val,0,314,11,f5dfb783
6rte,A,training,4,464,14,a0acd723
6rts,A,training,5,509,19,8679664a
6rtw,A,training,4,277,7,13659cc0
6ru1,B,training,2,386,6,a77552ff
6rvz,A,testing,0,346,10,1b58f0e7
6rx8,A,training,3,497,5,596c124b
6rxe,B,training,4,506,14,062f9169
6rxq,C,training,4,225,18,8496c07d
6ry6,A,training,5,410,5,0a2b3290
6ryp,A,training,2,164,12,e6160f32
6ryz,C,training,1,266,17,29155737
6rzh,A,training,3,138,10,05f2f887
6rzr,B,val,0,217,10,2f3ef479
6s0g,B,training,4,381,16,45d0f031
6s0u,A,val,0,276,8,b5c2e6f2
6s1s,A,val,0,367,6,e8cd6387
6s1y,A,training,1,595,11,8a3fc337
6s20,C,training,2,480,12,28faebfa
6s22,A,training,3,529,9,1a0077fd
6s2b,A,training,3,512,10,f6a8cc23
6s2g,A,val,0,624,32,0f1fe0c0
6s32,B,training,2,350,15,ab875c47
6s38,B,training,2,133,7,b50e681b
6s3a,A,training,5,209,8,0066c84d
6s3h,A,training,4,422,14,484b5e6b
6s43,A,training,5,450,5,f25d8de5
6s5k,A,training,1,223,13,5c1030c9
6s6c,A,training,2,240,11,cd7e9189
6s83,F,training,1,400,14,c13e1252
6scg,A,training,1,406,13,74bafed0
6scz,B,training,5,371,14,6ece696b
6sd8,A,training,3,503,21,2c658909
6sdk,A,training,1,196,11,7ad4bf8e
6sfe,A,training,4,252,10,db3ed801
6sfh,B,val,0,237,10,e0be1b46
6sir,D,training,4,182,15,dd01c6a6
6siy,B,training,5,436,18,a8efe4f0
6sj3,A,val,0,494,10,d55ee460
6sjj,H,training,2,160,22,66a99f79
6sjn,A,training,5,304,9,20e703b7
6sk4,A,training,5,299,10,eb2b46bd
6skq,B,training,1,244,9,5c8e5116
6skr,B,val,0,244,10,2f31b012
6slf,B,training,2,396,10,b18b9e01
6slo,C,training,1,209,9,d0c4224c
6smn,B,training,2,475,17,ca00928c
6smr,A,val,0,473,19,b81d1230
6smt,B,training,4,289,15,33413bae
6sp6,A,training,4,261,9,b0fd10b9
6sp9,A,val,0,348,20,83c79a8e
6sqw,A,testing,0,114,6,49623566
6srn,A,testing,0,187,8,f88c87f9
6suk,A,training,3,698,10,7547001b
6sw2,A,testing,0,366,21,27bb88cb
6sxr,A,training,4,481,19,8f4b85c0
6syv,A,val,0,402,7,c8d00598
6sz8,B,training,5,164,7,76c32c1f
6szh,B,training,3,213,6,7faafe56
6szm,A,training,3,288,17,99c5d7d5
6szp,A,training,1,275,8,e10a01d1
6szx,B,training,5,164,10,744a793c
6t1b,A,val,0,271,8,4120694b
6t1t,B,training,3,635,44,92fa48e4
6t3v,A,training,2,398,10,2b16bf77
6t5x,A,val,0,243,20,919f2264
6t62,A,training,2,244,21,b1ec7f8b
6t6n,B,training,3,244,21,d6515bf7
6t77,B,training,5,244,17,77ad2af0
6t85,A,training,4,459,19,0335baa5
6t95,A,training,4,489,33,a0a500cf
6tbi,B,training,5,534,9,acada9b5
6td0,A,training,1,270,8,3125df24
6td7,A,training,3,126,12,de2ead93
6te6,A,training,2,319,14,e10b5f50
6tek,A,training,5,230,21,64d1b3dc
6teq,A,training,4,418,10,45f01160
6tfb,B,training,5,125,6,f8960f0b
6tfv,A,testing,0,269,15,48b26b8e
6tgd,A,training,2,229,9,45403e78
6tge,F,training,4,287,26,775d09ab
6tgu,A,training,5,327,10,3edfa96f
6th0,A,training,3,176,11,63177a1b
6thc,D,training,4,224,20,816cef67
6tho,A,training,3,220,10,d6c19255
6tj9,A,testing,0,664,15,22db88ad
6tjr,A,training,5,340,25,29ad7c5f
6tkv,A,testing,0,468,16,9e1aa3ab
6tn3,B,training,3,463,12,c85690d2
6tnh,A,training,2,345,22,021dd25d
6tod,A,training,2,301,21,8368bda9
6tor,A,training,4,402,9,e33b52c3
6toz,A,training,2,481,12,f3febc8a
6tp5,A,training,1,370,6,7e2013c7
6ttn,A,training,2,300,8,6e137d96
6tu9,B,testing,0,259,12,ccc4dc31
6tug,H,training,2,414,12,12069d32
6tuk,B,training,5,393,22,32519cde
6twk,A,training,3,397,6,e5555efb
6twm,J,training,2,326,6,fec7c6e5
6tzx,A,training,3,223,13,dd70c92d
6u09,A,training,2,182,10,9157a34c
6u0j,A,val,0,309,8,575f97c9
6u0p,A,training,5,581,18,1cde0b29
6u1k,A,val,0,324,20,9d664f63
6u1v,D,training,2,382,19,7f149194
6u1y,A,training,4,244,13,2b7fd45d
6u26,B,training,2,479,14,587b406a
6u2s,A,training,2,296,15,9435b99e
6u49,G,testing,0,293,6,7283e176
6u5l,A,val,0,276,10,4fecea67
6u60,B,training,2,365,11,404718e8
6u6a,A,training,5,306,10,73ce7ac1
6u7a,A,training,5,423,17,df351f5c
6u8l,B,training,5,304,17,ecdb94c7
6udv,A,training,5,155,9,4b9ecb6f
6uek,A,training,3,660,16,f9fba330
6uez,A,training,5,446,20,7e34bb61
6uiq,B,training,1,564,7,d217307c
6ull,A,training,3,231,11,16fe8b8e
6un0,A,training,2,125,10,1cf523b5
6unp,B,training,4,300,13,95ec203e
6up4,A,training,2,814,11,ac30e096
6upe,B,training,5,246,14,0faf5b15
6upf,A,testing,0,247,9,5be27777
6uqy,B,training,5,287,9,62df3af2
6ura,A,training,1,440,13,1a33915b
6ut5,E,training,4,395,19,74162e56
6uv3,A,training,2,426,10,e51445b7
6uw7,B,training,5,318,15,bb89ec63
6ux9,B,training,1,312,11,6e6f1a1e
6uxj,A,training,3,471,20,cd5d8fde
6uxl,A,training,4,461,12,3f02e2ba
6uya,C,training,2,275,13,52ecd43e
6uyb,A,training,2,192,14,b37a5816
6v0p,A,training,4,621,17,ba395d8a
6v33,A,val,0,246,10,4936b947
6v3w,A,training,1,183,12,a9df3830
6v40,D,training,3,190,7,e9ed17ee
6v4c,A,training,4,294,10,22464ac6
6v6u,A,training,1,179,11,91626815
6v6y,A,training,2,277,12,81e80108
6v7g,A,training,3,356,6,23f49cfc
6vby,A,testing,0,470,16,75dd1475
6vch,C,training,4,453,11,4fe155ed
6vcq,A,training,2,158,8,18b7581e
6vct,A,testing,0,107,9,e5f707e4
6vcv,A,training,5,111,10,9bb7c608
6vcy,A,training,2,385,5,98c407f9
6vd1,A,training,3,395,16,2b205f6d
6vdd,A,training,3,567,5,e640faca
6vdq,A,training,3,305,9,41241f44
6vh0,A,training,5,297,8,b98f3f2e
6vh6,B,training,1,134,5,945d6c25
6vhe,B,training,3,255,10,73d1c60f
6via,A,testing,0,176,7,36a70c34
6vik,B,training,2,173,10,b29db31f
6vkz,A,testing,0,429,9,32ed5d58
6vl4,A,training,4,142,5,7548ab6d
6vlc,C,testing,0,371,15,69a31cf6
6vlg,A,training,5,468,17,1872af04
6vlo,B,training,1,319,29,845c4691
6vo6,A,training,3,307,34,c351d8f1
6vr6,A,training,1,492,18,d5ecf548
6vr8,I,training,2,482,7,6bdd7fd8
6vrf,A,training,5,287,8,25e3d1d9
6vta,B,training,5,180,24,60a97576
6vtj,A,training,3,472,5,d362d534
6vua,A,training,5,255,13,5479bb20
6vw4,A,training,3,135,9,e86be02b
6vwo,A,training,5,383,20,896b55fe
6vxe,F,training,5,789,11,04587416
6vyd,A,training,2,304,13,614a9272
6vzw,C,training,2,401,29,f5686a71
6w1h,A,training,3,450,8,8721b4c3
6w1i,C,training,5,189,10,e0052662
6w1k,B,training,4,306,10,2c162fb3
6w35,A,testing,0,792,12,7420564f
6w39,A,training,1,374,10,f0a43fdf
6w3r,B,training,4,251,7,fcd7736c
6w3z,B,training,3,333,19,2af20a65
6w44,A,training,1,330,22,540152cd
6w57,A,training,4,542,5,60d19031
6w65,A,training,3,243,8,8174ef6a
6w8b,A,training,2,285,13,f465ee37
6w8m,A,testing,0,160,8,db5b07a3
6w9l,A,testing,0,249,13,29fd7589
6wb7,C,training,5,293,21,d01e8cca
6wbq,A,training,5,634,11,7b231574
6wcv,A,testing,0,306,18,5ab1d9ae
6wel,A,training,3,513,8,1b569b4f
6wfo,A,val,0,153,27,64a73ad8
6wh5,C,training,4,186,26,7bb05a03
6wk3,A,training,1,145,14,5ae894a5
6wlf,B,training,3,434,20,66d4cb21
6wmm,A,training,5,316,10,f54e50cd
6wn0,A,training,1,212,21,591ce633
6wnk,J,training,5,222,17,de390d7e
6wp9,F,training,2,215,11,2cf22869
6wpu,A,testing,0,439,19,d5247f94
6wqt,A,training,3,547,13,d00c0424
6wr1,A,training,4,460,21,2e8dd71c
6wrt,A,testing,0,309,14,959fd7e9
6wsb,A,testing,0,489,22,d78ac00a
6wsi,B,val,0,427,10,3ee8be0c
6wt2,A,training,1,213,17,9f2661cb
6wug,A,training,1,312,15,2e36839b
6wyc,A,training,3,331,15,62ba519b
6wzw,A,training,2,221,24,c76603f9
6x19,R,val,0,387,16,40e03ce7
6x1z,A,training,3,329,11,c76403d0
6x27,C,training,1,194,12,df057e8c
6x6u,A,val,0,623,24,8a2ac317
6x6z,A,training,2,438,14,0f364ac0
6x94,A,training,1,413,18,44aa32b4
6xb3,F,training,4,220,18,508a350e
6xb9,H,training,2,194,7,e012aaf7
6xbb,H,val,0,420,37,e94fabd7
6xcf,A,training,4,417,12,409ce078
6xcg,C,training,2,131,11,01d93b43
6xex,A,training,5,251,23,c8ba1449
6xfi,A,testing,0,511,10,fddb4200
6xhn,A,training,4,301,13,23194c35
6xht,E,training,2,230,16,5e3d1d0d
6xi9,A,training,2,380,13,80795ff8
6xje,A,val,0,219,8,856bfaf8
6xjm,C,training,3,228,8,dea4bcf3
6xkg,B,training,4,266,22,1820e6f6
6xlp,A,training,1,586,8,3a9cb944
6xo2,A,val,0,294,12,d1648dcb
6xog,B,training,2,500,9,fb388606
6xoj,A,training,3,296,13,106d98f0
6xps,A,val,0,153,7,7629a00f
6xq3,A,training,3,212,20,8e720e88
6xub,E,training,2,223,18,c2858734
6xuh,D,training,4,556,13,c1054dcb
6xuu,A,training,1,589,26,89d8b653
6xxj,A,training,4,355,25,bd840ae4
6xxy,B,testing,0,358,22,f5504ab6
6xz2,B,val,0,237,8,02364cc2
6xzk,A,training,5,236,10,58c9f309
6y09,B,val,0,175,17,d8db93c2
